client_id,name,email,order_no,time,exchange,side,symbol,qty,price
CL0047,Meera Patel,CL0047@example.com,1362102364,11:26:56,BSE,B,ITC,394,3750.82
CL0047,Meera Patel,CL0047@example.com,1415609526,14:15:10,NSE,B,SBIN,61,721.47
CL0047,Meera Patel,CL0047@example.com,1986846904,11:24:48,NSE,B,TATAMOTORS,142,2691.04
CL0047,Meera Patel,CL0047@example.com,1131185394,14:44:38,BSE,S,HDFCBANK,97,2221.28
CL0048,Arjun Iyer,CL0048@example.com,1811221176,10:52:49,BSE,S,HDFCBANK,7,2749.85
CL0048,Arjun Iyer,CL0048@example.com,1874312784,09:34:47,BSE,B,INFY,490,2375.04
CL0048,Arjun Iyer,CL0048@example.com,1289925042,09:58:04,NSE,S,TCS,244,385.68
CL0048,Arjun Iyer,CL0048@example.com,1615216739,09:24:29,NSE,B,HDFCBANK,433,2579.57
CL0048,Arjun Iyer,CL0048@example.com,1721855860,13:40:59,BSE,S,WIPRO,435,3051.78
CL0048,Arjun Iyer,CL0048@example.com,1999616691,11:47:02,BSE,S,INFY,200,2849.59
CL0048,Arjun Iyer,CL0048@example.com,1982696006,10:38:34,BSE,S,TATAMOTORS,280,355.14
CL0048,Arjun Iyer,CL0048@example.com,1579203516,09:29:29,BSE,S,TCS,272,1799.14
CL0049,Diya Iyer,CL0049@example.com,1463558540,11:37:30,BSE,B,RELIANCE,62,2097.73
CL0049,Diya Iyer,CL0049@example.com,1146512899,12:34:31,BSE,B,WIPRO,274,3829.45
CL0049,Diya Iyer,CL0049@example.com,1153607279,09:27:00,NSE,B,TATAMOTORS,368,2279.02
CL0049,Diya Iyer,CL0049@example.com,1422394080,13:12:30,BSE,S,BHARTIARTL,186,406.33
CL0049,Diya Iyer,CL0049@example.com,1293589802,11:08:27,NSE,S,SBIN,154,1071.82
CL0049,Diya Iyer,CL0049@example.com,1161595232,13:30:42,BSE,B,BHARTIARTL,437,2319.99
CL0049,Diya Iyer,CL0049@example.com,1386231768,11:57:15,BSE,B,SBIN,432,1358.36
CL0049,Diya Iyer,CL0049@example.com,1941661878,12:46:08,NSE,B,SBIN,127,1755.07
CL0050,Kabir Sharma,CL0050@example.com,1804364435,10:17:18,NSE,S,SBIN,124,206.27
CL0050,Kabir Sharma,CL0050@example.com,1619614330,09:59:12,BSE,B,TCS,57,2869.83
CL0050,Kabir Sharma,CL0050@example.com,1456040180,12:44:33,BSE,B,ITC,190,2109.80
CL0050,Kabir Sharma,CL0050@example.com,1570396378,09:31:56,BSE,B,TATAMOTORS,2,2234.23
CL0050,Kabir Sharma,CL0050@example.com,1735154548,10:04:50,NSE,S,ICICIBANK,113,3419.98
CL0050,Kabir Sharma,CL0050@example.com,1771779785,11:13:35,NSE,B,BHARTIARTL,283,3852.02
CL0051,Meera Sharma,CL0051@example.com,1897085910,12:59:44,NSE,S,ICICIBANK,88,3031.00
CL0051,Meera Sharma,CL0051@example.com,1174364425,14:57:04,BSE,B,TATAMOTORS,422,419.22
CL0051,Meera Sharma,CL0051@example.com,1645383193,14:44:20,BSE,B,TCS,61,2209.49
CL0051,Meera Sharma,CL0051@example.com,1200164676,13:49:06,BSE,B,TATAMOTORS,285,831.46
CL0051,Meera Sharma,CL0051@example.com,1629225369,14:30:44,NSE,B,RELIANCE,185,950.31
CL0051,Meera Sharma,CL0051@example.com,1536028291,12:15:15,BSE,B,ITC,317,3624.29
CL0052,Sara Reddy,CL0052@example.com,1883339694,10:04:38,NSE,S,HDFCBANK,294,3861.02
CL0052,Sara Reddy,CL0052@example.com,1114988380,09:14:30,NSE,B,TCS,129,1687.92
CL0052,Sara Reddy,CL0052@example.com,1574905779,10:40:43,BSE,S,HDFCBANK,372,1500.29
CL0052,Sara Reddy,CL0052@example.com,1589850127,14:25:20,BSE,S,TCS,223,1021.38
CL0052,Sara Reddy,CL0052@example.com,1903897406,12:40:11,NSE,S,ICICIBANK,125,1013.33
CL0053,Meera Sharma,CL0053@example.com,1762150639,11:36:44,NSE,S,RELIANCE,359,1167.54
CL0053,Meera Sharma,CL0053@example.com,1936775324,11:38:48,NSE,B,WIPRO,379,415.37
CL0053,Meera Sharma,CL0053@example.com,1110926351,11:15:13,BSE,B,SBIN,121,2786.43
CL0053,Meera Sharma,CL0053@example.com,1954041148,09:20:41,NSE,B,BHARTIARTL,29,734.40
CL0053,Meera Sharma,CL0053@example.com,1424249239,14:03:34,NSE,S,ICICIBANK,447,943.69
CL0053,Meera Sharma,CL0053@example.com,1724102935,13:23:12,BSE,S,WIPRO,118,2690.71
CL0054,Meera Gupta,CL0054@example.com,1930600279,11:36:47,NSE,B,HDFCBANK,82,3610.73
CL0054,Meera Gupta,CL0054@example.com,1428657974,10:16:52,NSE,B,TATAMOTORS,381,1333.99
CL0054,Meera Gupta,CL0054@example.com,1991127439,11:24:41,NSE,S,BHARTIARTL,498,2048.32
CL0054,Meera Gupta,CL0054@example.com,1158051056,14:26:26,NSE,S,SBIN,164,766.52
CL0054,Meera Gupta,CL0054@example.com,1460264395,12:58:26,NSE,S,TCS,217,3813.97
CL0054,Meera Gupta,CL0054@example.com,1319739582,11:06:19,NSE,S,ICICIBANK,451,2757.68
CL0054,Meera Gupta,CL0054@example.com,1390700428,09:51:40,BSE,S,TCS,494,2603.41
CL0055,Ananya Patel,CL0055@example.com,1650256010,10:23:11,BSE,S,INFY,428,2155.20
CL0055,Ananya Patel,CL0055@example.com,1350323908,10:00:57,NSE,B,ITC,23,212.25
CL0055,Ananya Patel,CL0055@example.com,1512765882,09:45:34,NSE,B,TATAMOTORS,278,2626.72
CL0055,Ananya Patel,CL0055@example.com,1517009833,12:57:55,BSE,B,WIPRO,454,2588.67
CL0056,Vihaan Mehta,CL0056@example.com,1251223231,11:54:16,BSE,B,TCS,53,2946.68
CL0056,Vihaan Mehta,CL0056@example.com,1181436163,09:43:33,NSE,B,HDFCBANK,434,446.13
CL0056,Vihaan Mehta,CL0056@example.com,1674527929,10:48:35,BSE,S,RELIANCE,366,2220.79
CL0056,Vihaan Mehta,CL0056@example.com,1733831464,10:15:47,NSE,B,HDFCBANK,176,350.89
CL0056,Vihaan Mehta,CL0056@example.com,1542958453,11:14:04,BSE,S,TATAMOTORS,251,164.39
CL0056,Vihaan Mehta,CL0056@example.com,1222204407,10:31:39,NSE,S,RELIANCE,125,3557.00
CL0057,Rohan Iyer,CL0057@example.com,1802048969,12:36:33,BSE,S,BHARTIARTL,81,2386.54
CL0057,Rohan Iyer,CL0057@example.com,1238192862,13:53:20,NSE,S,ITC,487,253.99
CL0057,Rohan Iyer,CL0057@example.com,1195915417,13:35:31,BSE,B,ITC,248,665.91
CL0057,Rohan Iyer,CL0057@example.com,1783769697,09:06:09,NSE,S,TATAMOTORS,231,2927.20
CL0057,Rohan Iyer,CL0057@example.com,1226769805,09:14:11,BSE,B,TCS,329,982.72
CL0057,Rohan Iyer,CL0057@example.com,1370623386,14:13:26,BSE,B,INFY,97,3562.50
CL0057,Rohan Iyer,CL0057@example.com,1109566361,14:45:55,NSE,S,BHARTIARTL,136,2930.00
CL0058,Ishaan Iyer,CL0058@example.com,1389523687,14:20:26,BSE,B,WIPRO,314,2558.91
CL0058,Ishaan Iyer,CL0058@example.com,1992373937,12:44:21,NSE,S,HDFCBANK,207,841.37
CL0058,Ishaan Iyer,CL0058@example.com,1905607182,11:13:31,BSE,B,WIPRO,215,609.19
CL0058,Ishaan Iyer,CL0058@example.com,1535127573,14:01:39,BSE,B,HDFCBANK,171,2954.54
CL0059,Vihaan Gupta,CL0059@example.com,1513038774,14:05:43,NSE,S,RELIANCE,100,3687.45
CL0059,Vihaan Gupta,CL0059@example.com,1684870663,12:13:09,NSE,B,SBIN,424,3374.69
CL0059,Vihaan Gupta,CL0059@example.com,1928846630,10:36:53,BSE,S,INFY,71,1619.68
CL0059,Vihaan Gupta,CL0059@example.com,1872945200,09:42:17,NSE,S,TCS,233,3879.89
CL0059,Vihaan Gupta,CL0059@example.com,1653579813,10:05:42,NSE,S,RELIANCE,202,1621.42
CL0060,Aarav Singh,CL0060@example.com,1396152604,14:34:49,BSE,S,SBIN,238,3558.63
CL0060,Aarav Singh,CL0060@example.com,1273758857,10:06:04,BSE,B,ITC,31,3855.60
CL0060,Aarav Singh,CL0060@example.com,1181732703,14:35:11,BSE,B,SBIN,373,1531.28
CL0060,Aarav Singh,CL0060@example.com,1566274722,10:23:36,NSE,S,ITC,254,2932.64
CL0060,Aarav Singh,CL0060@example.com,1426997110,10:25:37,BSE,B,ITC,173,3860.87
CL0061,Meera Mehta,CL0061@example.com,1708737601,14:14:49,NSE,B,HDFCBANK,371,984.80
CL0061,Meera Mehta,CL0061@example.com,1390586147,09:02:12,BSE,S,ICICIBANK,10,560.07
CL0061,Meera Mehta,CL0061@example.com,1725812015,11:16:14,BSE,S,BHARTIARTL,25,2885.71
CL0061,Meera Mehta,CL0061@example.com,1262519463,11:38:38,NSE,S,TATAMOTORS,351,1298.74
CL0061,Meera Mehta,CL0061@example.com,1647303730,11:25:18,BSE,S,HDFCBANK,295,3859.43
CL0062,Vihaan Sharma,CL0062@example.com,1509543334,10:44:39,BSE,B,ICICIBANK,384,1069.01
CL0062,Vihaan Sharma,CL0062@example.com,1221909566,12:50:55,NSE,B,ITC,57,1485.57
CL0062,Vihaan Sharma,CL0062@example.com,1464966497,11:41:15,BSE,S,HDFCBANK,352,2144.76
CL0062,Vihaan Sharma,CL0062@example.com,1453691530,11:32:26,NSE,S,RELIANCE,352,847.04
CL0062,Vihaan Sharma,CL0062@example.com,1250160729,09:01:58,NSE,B,ITC,41,1004.42
CL0063,Arjun Iyer,CL0063@example.com,1491771272,13:59:40,BSE,B,BHARTIARTL,457,627.28
CL0063,Arjun Iyer,CL0063@example.com,1235432890,09:29:29,BSE,B,BHARTIARTL,447,2881.16
CL0063,Arjun Iyer,CL0063@example.com,1612556851,10:20:19,BSE,B,HDFCBANK,77,3786.80
CL0063,Arjun Iyer,CL0063@example.com,1245948277,11:09:34,BSE,S,WIPRO,44,2709.78
CL0064,Ananya Khan,CL0064@example.com,1148054685,12:10:08,NSE,B,BHARTIARTL,78,1403.58
CL0064,Ananya Khan,CL0064@example.com,1794136822,14:23:03,BSE,B,INFY,369,3385.26
CL0064,Ananya Khan,CL0064@example.com,1956917320,13:12:00,NSE,B,SBIN,365,2353.83
CL0064,Ananya Khan,CL0064@example.com,1664692758,11:08:39,BSE,S,RELIANCE,50,2689.50
CL0064,Ananya Khan,CL0064@example.com,1142913711,11:07:16,BSE,S,BHARTIARTL,33,3924.78
CL0064,Ananya Khan,CL0064@example.com,1367754283,09:37:12,BSE,S,INFY,448,903.11
CL0064,Ananya Khan,CL0064@example.com,1656684460,10:58:15,NSE,S,BHARTIARTL,103,815.42
CL0065,Ishaan Nair,CL0065@example.com,1346424738,09:19:23,NSE,B,INFY,152,3894.36
CL0065,Ishaan Nair,CL0065@example.com,1402066554,11:12:37,BSE,S,HDFCBANK,254,287.26
CL0065,Ishaan Nair,CL0065@example.com,1529442839,10:33:15,NSE,S,SBIN,443,2776.08
CL0065,Ishaan Nair,CL0065@example.com,1468334401,10:35:25,BSE,B,SBIN,257,3878.80
CL0065,Ishaan Nair,CL0065@example.com,1345380770,12:25:41,BSE,B,SBIN,152,2721.08
CL0066,Sara Khan,CL0066@example.com,1413162602,11:58:04,BSE,B,HDFCBANK,257,2176.84
CL0066,Sara Khan,CL0066@example.com,1818694155,14:19:50,BSE,B,HDFCBANK,255,1151.22
CL0066,Sara Khan,CL0066@example.com,1322852777,12:04:32,BSE,S,TCS,269,2786.88
CL0067,Vihaan Sharma,CL0067@example.com,1613153874,12:01:32,BSE,S,SBIN,380,2212.86
CL0067,Vihaan Sharma,CL0067@example.com,1301698333,09:42:10,NSE,B,WIPRO,313,3421.74
CL0067,Vihaan Sharma,CL0067@example.com,1377766781,13:27:02,BSE,B,HDFCBANK,20,2032.84
CL0067,Vihaan Sharma,CL0067@example.com,1228477246,14:43:55,NSE,B,HDFCBANK,288,627.44
CL0067,Vihaan Sharma,CL0067@example.com,1425718379,13:56:07,BSE,S,TATAMOTORS,84,2268.00
CL0067,Vihaan Sharma,CL0067@example.com,1931585508,09:51:28,NSE,S,BHARTIARTL,213,2738.12
CL0067,Vihaan Sharma,CL0067@example.com,1143991590,14:58:52,NSE,S,TCS,307,501.78
CL0067,Vihaan Sharma,CL0067@example.com,1933510872,14:50:19,NSE,S,ICICIBANK,349,1256.02
CL0068,Meera Mehta,CL0068@example.com,1355583792,14:08:48,BSE,S,ITC,232,3966.31
CL0068,Meera Mehta,CL0068@example.com,1974180940,09:14:28,BSE,B,TCS,426,856.61
CL0068,Meera Mehta,CL0068@example.com,1926143290,12:24:47,NSE,S,TATAMOTORS,372,1245.01
CL0068,Meera Mehta,CL0068@example.com,1522501538,10:55:23,BSE,S,INFY,246,2481.27
CL0068,Meera Mehta,CL0068@example.com,1687120018,12:56:22,BSE,B,SBIN,387,634.93
CL0069,Rohan Reddy,CL0069@example.com,1170065754,14:41:06,NSE,B,SBIN,499,702.40
CL0069,Rohan Reddy,CL0069@example.com,1259999162,14:17:03,NSE,B,TCS,437,2546.54
CL0069,Rohan Reddy,CL0069@example.com,1168615794,11:09:19,NSE,B,RELIANCE,24,1888.67
CL0069,Rohan Reddy,CL0069@example.com,1329965123,09:03:08,BSE,B,HDFCBANK,389,3698.92
CL0070,Aarav Sharma,CL0070@example.com,1198401879,11:42:50,NSE,S,RELIANCE,136,2518.85
CL0070,Aarav Sharma,CL0070@example.com,1936099705,09:39:07,NSE,S,TCS,471,1954.62
CL0070,Aarav Sharma,CL0070@example.com,1781838782,11:33:51,BSE,S,WIPRO,152,690.75
CL0070,Aarav Sharma,CL0070@example.com,1846412552,11:33:20,NSE,S,RELIANCE,256,1281.49
CL0070,Aarav Sharma,CL0070@example.com,1516608757,12:54:28,NSE,S,SBIN,59,1090.61
CL0070,Aarav Sharma,CL0070@example.com,1602714667,14:35:34,BSE,S,WIPRO,451,3781.72
CL0070,Aarav Sharma,CL0070@example.com,1200296030,14:01:08,NSE,S,INFY,499,3295.73
CL0071,Arjun Gupta,CL0071@example.com,1893055933,12:44:51,NSE,B,BHARTIARTL,237,2424.38
CL0071,Arjun Gupta,CL0071@example.com,1163599805,14:40:05,NSE,B,WIPRO,368,1361.98
CL0071,Arjun Gupta,CL0071@example.com,1427727890,14:49:32,NSE,S,WIPRO,321,3614.64
CL0071,Arjun Gupta,CL0071@example.com,1359559645,10:50:14,NSE,B,HDFCBANK,35,3112.49
CL0071,Arjun Gupta,CL0071@example.com,1865261434,12:49:49,BSE,B,ITC,486,944.91
CL0071,Arjun Gupta,CL0071@example.com,1904555586,13:37:12,NSE,S,ITC,314,1805.94
CL0071,Arjun Gupta,CL0071@example.com,1522964747,12:07:16,NSE,S,HDFCBANK,217,315.79
CL0072,Diya Khan,CL0072@example.com,1268019302,11:11:41,NSE,S,ICICIBANK,219,1413.21
CL0072,Diya Khan,CL0072@example.com,1762299387,11:51:33,BSE,S,ICICIBANK,225,2192.32
CL0072,Diya Khan,CL0072@example.com,1106209852,10:46:09,BSE,S,TATAMOTORS,443,2482.75
CL0072,Diya Khan,CL0072@example.com,1875125628,11:16:44,BSE,B,HDFCBANK,352,915.86
CL0073,Ananya Das,CL0073@example.com,1777218565,11:31:04,NSE,B,SBIN,55,414.69
CL0073,Ananya Das,CL0073@example.com,1692566601,09:52:06,BSE,B,HDFCBANK,162,1992.60
CL0073,Ananya Das,CL0073@example.com,1112657866,14:27:09,NSE,B,HDFCBANK,369,2363.06
CL0074,Sara Khan,CL0074@example.com,1655966067,11:30:24,NSE,S,SBIN,166,3373.52
CL0074,Sara Khan,CL0074@example.com,1126386423,14:11:03,NSE,S,SBIN,488,1406.85
CL0074,Sara Khan,CL0074@example.com,1274671203,13:08:44,BSE,B,INFY,254,3327.66
CL0074,Sara Khan,CL0074@example.com,1269201991,11:45:20,NSE,B,INFY,124,2758.17
CL0074,Sara Khan,CL0074@example.com,1815864431,12:51:24,NSE,B,HDFCBANK,209,2754.71
CL0074,Sara Khan,CL0074@example.com,1648766923,11:49:51,NSE,S,RELIANCE,200,1907.10
CL0074,Sara Khan,CL0074@example.com,1458430352,14:36:27,NSE,B,TCS,125,1372.27
CL0074,Sara Khan,CL0074@example.com,1608572988,09:21:58,NSE,B,RELIANCE,96,1819.99
CL0075,Diya Mehta,CL0075@example.com,1610614806,11:51:38,NSE,B,HDFCBANK,477,1756.87
CL0075,Diya Mehta,CL0075@example.com,1943923039,10:40:14,BSE,B,ITC,164,2765.16
CL0075,Diya Mehta,CL0075@example.com,1126838892,11:15:26,NSE,S,BHARTIARTL,451,2253.90
CL0075,Diya Mehta,CL0075@example.com,1583603115,14:28:16,BSE,S,HDFCBANK,464,1486.62
CL0075,Diya Mehta,CL0075@example.com,1480774095,09:15:50,NSE,B,TATAMOTORS,192,954.08
CL0075,Diya Mehta,CL0075@example.com,1739891640,13:53:41,BSE,S,TATAMOTORS,474,3862.72
CL0075,Diya Mehta,CL0075@example.com,1509756813,11:36:12,BSE,B,INFY,348,3972.03
CL0075,Diya Mehta,CL0075@example.com,1373232387,11:08:41,BSE,B,INFY,164,2093.57
CL0075,Diya Mehta,CL0075@example.com,1189743875,12:23:56,NSE,S,INFY,400,1560.22
CL0076,Ishaan Mehta,CL0076@example.com,1769883296,11:37:21,BSE,B,HDFCBANK,418,2491.78
CL0076,Ishaan Mehta,CL0076@example.com,1647563166,13:28:44,BSE,B,BHARTIARTL,209,127.34
CL0076,Ishaan Mehta,CL0076@example.com,1894268910,09:41:54,NSE,S,RELIANCE,408,381.58
CL0076,Ishaan Mehta,CL0076@example.com,1409543631,14:36:16,NSE,B,BHARTIARTL,224,102.99
CL0076,Ishaan Mehta,CL0076@example.com,1774646458,13:01:13,NSE,S,ICICIBANK,283,2146.22
CL0077,Sara Das,CL0077@example.com,1478748962,14:38:10,BSE,S,ITC,180,1817.31
CL0077,Sara Das,CL0077@example.com,1994886941,14:34:22,NSE,S,WIPRO,366,2287.57
CL0077,Sara Das,CL0077@example.com,1933297873,09:35:34,NSE,B,ITC,303,1210.00
CL0077,Sara Das,CL0077@example.com,1233828657,13:46:57,NSE,S,TATAMOTORS,227,566.63
CL0077,Sara Das,CL0077@example.com,1382253795,12:07:19,BSE,S,BHARTIARTL,258,3543.46
CL0077,Sara Das,CL0077@example.com,1476001279,14:54:40,NSE,S,ITC,186,981.75
CL0077,Sara Das,CL0077@example.com,1781716121,09:52:40,BSE,B,TCS,321,1206.95
CL0077,Sara Das,CL0077@example.com,1720894983,12:58:22,BSE,S,BHARTIARTL,386,2438.75
CL0078,Diya Patel,CL0078@example.com,1257644355,09:21:44,BSE,B,SBIN,293,1856.16
CL0078,Diya Patel,CL0078@example.com,1182253216,14:57:18,BSE,B,ICICIBANK,281,2568.39
CL0078,Diya Patel,CL0078@example.com,1885719851,12:28:39,NSE,B,RELIANCE,103,305.80
CL0078,Diya Patel,CL0078@example.com,1284351164,13:02:55,BSE,S,ICICIBANK,148,3948.30
CL0078,Diya Patel,CL0078@example.com,1714290373,11:07:05,BSE,B,WIPRO,488,3806.87
CL0078,Diya Patel,CL0078@example.com,1769573657,10:58:09,BSE,B,TATAMOTORS,41,1856.18
CL0078,Diya Patel,CL0078@example.com,1966606328,14:33:12,NSE,S,INFY,463,149.34
CL0078,Diya Patel,CL0078@example.com,1943348577,09:28:27,NSE,B,WIPRO,442,3430.02
CL0078,Diya Patel,CL0078@example.com,1779240109,11:06:52,NSE,B,SBIN,347,3127.77
CL0078,Diya Patel,CL0078@example.com,1817911088,12:46:18,BSE,B,ICICIBANK,325,1551.66
CL0078,Diya Patel,CL0078@example.com,1667787827,13:50:46,BSE,B,ICICIBANK,216,3818.57
CL0079,Meera Mehta,CL0079@example.com,1835537804,12:06:03,NSE,S,INFY,173,1657.95
CL0079,Meera Mehta,CL0079@example.com,1691613134,14:00:00,BSE,S,WIPRO,437,848.84
CL0079,Meera Mehta,CL0079@example.com,1812426374,11:13:30,BSE,B,ITC,292,3217.10
CL0079,Meera Mehta,CL0079@example.com,1967967978,14:50:13,BSE,S,ITC,493,2082.50
CL0079,Meera Mehta,CL0079@example.com,1341675488,09:12:18,NSE,S,HDFCBANK,431,2314.35
CL0079,Meera Mehta,CL0079@example.com,1197350640,14:42:41,NSE,B,SBIN,107,1866.43
CL0080,Vihaan Iyer,CL0080@example.com,1900433722,12:55:04,BSE,B,ICICIBANK,125,2046.37
CL0080,Vihaan Iyer,CL0080@example.com,1979890571,13:54:06,NSE,B,ICICIBANK,483,128.04
CL0080,Vihaan Iyer,CL0080@example.com,1581040807,10:37:42,BSE,S,HDFCBANK,317,3310.12
CL0080,Vihaan Iyer,CL0080@example.com,1504536557,13:36:27,BSE,B,TATAMOTORS,264,1023.59
CL0080,Vihaan Iyer,CL0080@example.com,1534307427,13:44:10,BSE,S,ITC,272,2156.42
CL0080,Vihaan Iyer,CL0080@example.com,1609051567,10:27:35,BSE,S,INFY,160,1669.89
CL0080,Vihaan Iyer,CL0080@example.com,1260644197,14:01:04,NSE,S,RELIANCE,410,2398.42
CL0080,Vihaan Iyer,CL0080@example.com,1831964912,12:13:04,NSE,S,TATAMOTORS,239,109.30
CL0081,Meera Patel,CL0081@example.com,1422002889,10:09:24,NSE,B,ICICIBANK,293,2323.38
CL0081,Meera Patel,CL0081@example.com,1932041792,12:39:06,NSE,B,SBIN,203,497.30
CL0081,Meera Patel,CL0081@example.com,1668489278,12:56:33,BSE,S,HDFCBANK,87,1577.05
CL0081,Meera Patel,CL0081@example.com,1138020679,10:56:34,NSE,B,BHARTIARTL,99,2528.20
CL0081,Meera Patel,CL0081@example.com,1920545779,11:28:00,NSE,B,ICICIBANK,354,1837.96
CL0081,Meera Patel,CL0081@example.com,1512402506,13:04:44,NSE,S,RELIANCE,308,3757.83
CL0081,Meera Patel,CL0081@example.com,1284432737,11:59:51,NSE,S,ITC,449,221.91
CL0081,Meera Patel,CL0081@example.com,1911260392,10:25:49,NSE,S,ITC,396,2774.83
CL0082,Diya Gupta,CL0082@example.com,1436071071,12:42:16,NSE,B,SBIN,439,1948.17
CL0082,Diya Gupta,CL0082@example.com,1565949069,13:57:57,NSE,S,TCS,49,2072.47
CL0082,Diya Gupta,CL0082@example.com,1300602791,11:02:52,NSE,B,TATAMOTORS,65,2058.46
CL0082,Diya Gupta,CL0082@example.com,1986204241,14:06:41,NSE,B,ICICIBANK,415,2394.12
CL0082,Diya Gupta,CL0082@example.com,1846649136,12:00:06,NSE,S,SBIN,499,3418.52
CL0082,Diya Gupta,CL0082@example.com,1867682511,11:21:19,NSE,B,TATAMOTORS,369,1016.28
CL0083,Diya Das,CL0083@example.com,1689688482,09:20:56,NSE,S,BHARTIARTL,26,3570.68
CL0083,Diya Das,CL0083@example.com,1307376053,13:19:25,BSE,B,ITC,446,148.89
CL0083,Diya Das,CL0083@example.com,1155619961,14:18:55,BSE,B,ICICIBANK,477,3507.62
CL0083,Diya Das,CL0083@example.com,1352757594,10:32:11,BSE,B,ICICIBANK,477,2550.43
CL0083,Diya Das,CL0083@example.com,1215686977,11:16:38,NSE,S,TCS,143,3883.39
CL0083,Diya Das,CL0083@example.com,1677906697,09:05:46,NSE,S,SBIN,408,606.53
CL0083,Diya Das,CL0083@example.com,1626145771,10:28:43,BSE,S,TATAMOTORS,252,1246.30
CL0083,Diya Das,CL0083@example.com,1317753237,09:22:25,BSE,S,ICICIBANK,474,3973.19
CL0083,Diya Das,CL0083@example.com,1156536392,14:21:43,NSE,B,RELIANCE,240,1063.02
CL0084,Aarav Iyer,CL0084@example.com,1913289629,14:44:28,BSE,S,TCS,157,2503.85
CL0084,Aarav Iyer,CL0084@example.com,1341414570,10:24:41,BSE,S,HDFCBANK,14,704.84
CL0084,Aarav Iyer,CL0084@example.com,1798251221,10:15:36,BSE,B,TCS,327,2379.59
CL0084,Aarav Iyer,CL0084@example.com,1592634865,10:57:47,BSE,B,ICICIBANK,136,1652.06
CL0084,Aarav Iyer,CL0084@example.com,1460898502,10:25:01,NSE,S,HDFCBANK,215,1111.14
CL0084,Aarav Iyer,CL0084@example.com,1164887199,11:33:06,BSE,B,SBIN,384,664.69
CL0084,Aarav Iyer,CL0084@example.com,1173692416,10:48:47,BSE,B,ITC,284,902.55
CL0084,Aarav Iyer,CL0084@example.com,1936291431,10:56:53,NSE,S,RELIANCE,157,1044.88
CL0085,Arjun Reddy,CL0085@example.com,1559138479,14:40:55,BSE,B,INFY,416,776.87
CL0085,Arjun Reddy,CL0085@example.com,1957195512,10:54:40,NSE,S,HDFCBANK,42,2633.45
CL0085,Arjun Reddy,CL0085@example.com,1341029539,13:28:08,BSE,S,BHARTIARTL,53,3434.77
CL0085,Arjun Reddy,CL0085@example.com,1786498355,11:03:04,NSE,S,TCS,300,170.17
CL0085,Arjun Reddy,CL0085@example.com,1852551423,14:07:26,NSE,B,ICICIBANK,308,414.14
CL0085,Arjun Reddy,CL0085@example.com,1423470869,12:53:27,BSE,B,TATAMOTORS,166,2793.82
CL0085,Arjun Reddy,CL0085@example.com,1688771664,10:09:44,NSE,S,BHARTIARTL,383,463.73
CL0085,Arjun Reddy,CL0085@example.com,1118306016,13:43:10,NSE,B,SBIN,246,2233.36
CL0085,Arjun Reddy,CL0085@example.com,1771963509,09:02:17,NSE,B,ICICIBANK,449,3309.85
CL0086,Aarav Singh,CL0086@example.com,1197248582,14:06:22,NSE,S,ICICIBANK,156,2386.35
CL0086,Aarav Singh,CL0086@example.com,1164267543,13:22:43,NSE,B,ITC,119,1584.12
CL0086,Aarav Singh,CL0086@example.com,1941864026,09:14:04,BSE,B,HDFCBANK,327,2326.42
CL0086,Aarav Singh,CL0086@example.com,1485767647,09:03:18,BSE,S,INFY,333,297.56
CL0086,Aarav Singh,CL0086@example.com,1122914028,11:40:14,BSE,B,HDFCBANK,265,3931.10
CL0086,Aarav Singh,CL0086@example.com,1882057672,09:23:17,BSE,S,ICICIBANK,500,1647.68
CL0087,Ananya Iyer,CL0087@example.com,1699164038,10:20:23,BSE,S,TATAMOTORS,304,2631.93
CL0087,Ananya Iyer,CL0087@example.com,1397022307,09:45:39,NSE,S,TATAMOTORS,454,1742.34
CL0087,Ananya Iyer,CL0087@example.com,1739237226,12:58:29,BSE,S,BHARTIARTL,464,330.20
CL0087,Ananya Iyer,CL0087@example.com,1406073302,09:42:42,BSE,S,TCS,406,1170.26
CL0087,Ananya Iyer,CL0087@example.com,1174105428,09:16:48,BSE,B,BHARTIARTL,105,1065.95
CL0087,Ananya Iyer,CL0087@example.com,1608971624,12:41:23,NSE,S,RELIANCE,94,316.95
CL0088,Kabir Nair,CL0088@example.com,1838520687,13:55:47,BSE,B,ICICIBANK,88,962.25
CL0088,Kabir Nair,CL0088@example.com,1763628901,11:04:04,NSE,B,TCS,33,3275.51
CL0088,Kabir Nair,CL0088@example.com,1917680546,13:19:49,BSE,B,ITC,346,3963.87
CL0088,Kabir Nair,CL0088@example.com,1606370196,11:31:07,NSE,S,RELIANCE,411,2746.81
CL0088,Kabir Nair,CL0088@example.com,1221092762,10:17:31,NSE,B,HDFCBANK,390,1823.84
CL0088,Kabir Nair,CL0088@example.com,1337199563,11:45:18,BSE,B,WIPRO,41,3530.32
CL0088,Kabir Nair,CL0088@example.com,1254871960,11:53:27,BSE,S,BHARTIARTL,66,3849.04
CL0088,Kabir Nair,CL0088@example.com,1271296742,12:26:20,BSE,B,TCS,13,1567.03
CL0089,Kabir Khan,CL0089@example.com,1164793531,11:59:14,NSE,S,HDFCBANK,119,1121.32
CL0089,Kabir Khan,CL0089@example.com,1788395715,12:28:59,BSE,B,WIPRO,223,2061.47
